"Id","Value","AdminConsentDisplayName","AdminConsentDescription"
"df96e8a0-f4e1-4ecf-8d83-a429f822cbd6","MailboxItem.ImportExport","Allows the app to perform backup and restore of mailbox items","Allows the app to backup, restore, and modify mailbox items on behalf of the signed-in user."
"82305458-296d-4edd-8b0b-74dd74c34526","MailboxItem.Read","Read a user's mailbox items","Allows the app to read the user's mailbox items, on behalf of the signed-in user."
"87f447af-9fa4-4c32-9dfa-4a57a73d18ce","MailboxSettings.Read","Read user mailbox settings","Allows the app to the read user's mailbox settings. Does not include permission to send mail."
"818c620a-27a9-40bd-a6a5-d96f7d610b4b","MailboxSettings.ReadWrite","Read and write user mailbox settings","Allows the app to create, read, update, and delete user's mailbox settings. Does not include permission to send mail."
"dc34164e-6c4a-41a0-be89-3ae2fbad7cd3","ManagedTenants.Read.All","Read all managed tenant information","Allows the app to read all managed tenant information on behalf of the signed-in user."
"b31fa710-c9b3-4d9e-8f5e-8036eecddab9","ManagedTenants.ReadWrite.All","Read and write all managed tenant information","Allows the app to read and write all managed tenant information on behalf of the signed-in user."
"f6a3db3e-f7e8-4ed2-a414-557c8c9830be","Member.Read.Hidden","Read hidden memberships","Allows the app to read the memberships of hidden groups and administrative units on behalf of the signed-in user, for those hidden groups and administrative units that the signed-in user has access to."
"526aa72a-5878-49fe-bf4e-357973af9b06","MultiTenantOrganization.Read.All","Read multi-tenant organization details and tenants","Allows the app to read multi-tenant organization details and tenants on behalf of the signed-in user."
"225db56b-15b2-4daa-acb3-0eec2bbe4849","MultiTenantOrganization.ReadBasic.All","Read multi-tenant organization basic details and active tenants","Allows the app to read multi-tenant organization basic details and active tenants on behalf of the signed-in user."
"77af1528-84f3-4023-8d90-d219cd433108","MultiTenantOrganization.ReadWrite.All","Read and write multi-tenant organization details and tenants","Allows the app to read and write multi-tenant organization details and tenants on behalf of the signed-in user."
"51ae584e-e736-4718-897b-10af70f8e3cc","MutualTlsOauthConfiguration.Read.All","Read all configurations used for mutual-TLS client authentication.","Allows the app to read configuration used for OAuth 2.0 mutual-TLS client authentication, on behalf of the signed-in user. This includes reading trusted certificate authorities."
"a51115bc-f64f-498f-bcee-00dcd28f4a03","MutualTlsOauthConfiguration.ReadWrite.All","Read and write all configurations used for mutual-TLS client authentication.","Allows the app to read and update configuration used for OAuth 2.0 mutual-TLS client authentication, on behalf of the signed-in user. This includes adding and updating trusted certificate authorities."
"b0c61509-cfc3-42bd-9bd4-66d81785fee4","NetworkAccess-Reports.Read.All","Read all network access reports","Allows the app to read all network access reports on behalf of the signed-in user."
"2f7013e0-ab4e-447f-a5e1-5d419950692d","NetworkAccess.Read.All","Read all network access information","Allows the app to read all network access information on behalf of the signed-in user."
"ae2df9c5-f18d-4ec4-a51b-bdeb807f177b","NetworkAccess.ReadWrite.All","Read and write all network access information","Allows the app to read and write all network access information and configuration settings on behalf of the signed-in user."
"4051c7fc-b429-4804-8d80-8f1f8c24a6f7","NetworkAccessBranch.Read.All","Read properties of branches for network access","Allows the app to read your organization's branches for network access on behalf of the signed-in user."
"b8a36cc2-b810-461a-baa4-a7281e50bd5c","NetworkAccessBranch.ReadWrite.All","Read and write properties of branches for network access","Allows the app to read and write your organization's branches for network access on behalf of the signed-in user."
"ba22922b-752c-446f-89d7-a2d92398fceb","NetworkAccessPolicy.Read.All","Read security and routing policies for network access","Allows the app to read your organization's security and routing network access policies on behalf of the signed-in user."
"b1fbad0f-ef6e-42ed-8676-bca7fa3e7291","NetworkAccessPolicy.ReadWrite.All","Read and write security and routing policies for network access","Allows the app to read and write your organization's security and routing network access policies on behalf of the signed-in user."
"9d822255-d64d-4b7a-afdb-833b9a97ed02","Notes.Create","Create user OneNote notebooks","Allows the app to read the titles of OneNote notebooks and sections and to create new pages, notebooks, and sections on behalf of the signed-in user."
"371361e4-b9e2-4a3f-8315-2a301a3b0a3d","Notes.Read","Read user OneNote notebooks","Allows the app to read OneNote notebooks on behalf of the signed-in user."
"dfabfca6-ee36-4db2-8208-7a28381419b3","Notes.Read.All","Read all OneNote notebooks that user can access","Allows the app to read OneNote notebooks that the signed-in user has access to in the organization."
"615e26af-c38a-4150-ae3e-c3b0d4cb1d6a","Notes.ReadWrite","Read and write user OneNote notebooks","Allows the app to read, share, and modify OneNote notebooks on behalf of the signed-in user."
"64ac0503-b4fa-45d9-b544-71a463f05da0","Notes.ReadWrite.All","Read and write all OneNote notebooks that user can access","Allows the app to read, share, and modify OneNote notebooks that the signed-in user has access to in the organization."
"ed68249d-017c-4df5-9113-e684c7f8760b","Notes.ReadWrite.CreatedByApp","Limited notebook access (deprecated)","This is deprecated!  Do not use! This permission no longer has any effect. You can safely consent to it. No additional privileges will be granted to the app."
"89497502-6e42-46a2-8cb2-427fd3df970a","Notifications.ReadWrite.CreatedByApp","Deliver and manage user notifications for this app","Allows the app to deliver its notifications on behalf of signed-in users. Also allows the app to read, update, and delete the user's notification items for this app."
"7427e0e9-2fba-42fe-b0c0-848c9e6a8182","offline_access","Maintain access to data you have given it access to","Allows the app to see and update the data you gave it access to, even when users are not currently using the app. This does not give the app any additional permissions."
"166741d6-eeb8-46fe-91f4-817d2af7bc88","OnlineMeetingAiInsight.Read.All","Read all AI Insights for online meetings.","Allows the app to read all AI Insights for online meetings, on behalf of the signed-in user."
"110e5abb-a10c-4b59-8b55-9b4daa4ef743","OnlineMeetingArtifact.Read.All","Read user's online meeting artifacts","Allows the app to read online meeting artifacts on behalf of the signed-in user."
"190c2bb6-1fdd-4fec-9aa2-7d571b5e1fe3","OnlineMeetingRecording.Read.All","Read all recordings of online meetings.","Allows the app to read all recordings of online meetings, on behalf of the signed-in user."
"9be106e1-f4e3-4df5-bdff-e4bc531cbe43","OnlineMeetings.Read","Read user's online meetings","Allows the app to read online meeting details on behalf of the signed-in user."
"a65f2972-a4f8-4f5e-afd7-69ccb046d5dc","OnlineMeetings.ReadWrite","Read and create user's online meetings","Allows the app to read and create online meetings on behalf of the signed-in user."
"30b87d18-ebb1-45db-97f8-82ccb1f0190c","OnlineMeetingTranscript.Read.All","Read all transcripts of online meetings.","Allows the app to read all transcripts of online meetings, on behalf of the signed-in user."
"f6609722-4100-44eb-b747-e6ca0536989d","OnPremDirectorySynchronization.Read.All","Read all on-premises directory synchronization information","Allows the app to read all on-premises directory synchronization information for the organization, on behalf of the signed-in user."
"c2d95988-7604-4ba1-aaed-38a5f82a51c7","OnPremDirectorySynchronization.ReadWrite.All","Read and write all on-premises directory synchronization information","Allows the app to read and write all on-premises directory synchronization information for the organization, on behalf of the signed-in user."
"8c4d5184-71c2-4bf8-bb9d-bc3378c9ad42","OnPremisesPublishingProfiles.ReadWrite.All","Manage on-premises published resources","Allows the app to manage hybrid identity service configuration by creating, viewing, updating and deleting on-premises published resources, on-premises agents and agent groups, on behalf of the signed-in user."
"37f7f235-527c-4136-accd-4a02d197296e","openid","Sign users in","Allows users to sign in to the app with their work or school accounts and allows the app to see basic user profile information."
"4908d5b9-3fb2-4b1e-9336-1888b7937185","Organization.Read.All","Read organization information","Allows the app to read the organization and related resources, on behalf of the signed-in user. Related resources include things like subscribed skus and tenant branding information."
"46ca0847-7e6b-426e-9775-ea810a948356","Organization.ReadWrite.All","Read and write organization information","Allows the app to read and write the organization and related resources, on behalf of the signed-in user. Related resources include things like subscribed skus and tenant branding information."
"9082f138-6f02-4f3a-9f4d-5f3c2ce5c688","OrganizationalBranding.Read.All","Read organizational branding information","Allows the app to read the organizational branding information, on behalf of the signed-in user."
"15ce63de-b141-4c9a-a9a5-241bf27c6aaf","OrganizationalBranding.ReadWrite.All","Read and write organizational branding information","Allows the app to read and write the organizational branding information, on behalf of the signed-in user."
"08432d1b-5911-483c-86df-7980af5cdee0","OrgContact.Read.All","Read organizational contacts","Allows the app to read all organizational contacts on behalf of the signed-in user.  These contacts are managed by the organization and are different from a user's personal contacts."
"1e9b7a7e-4d64-44ff-acf5-2e9651c1519f","OrgSettings-AppsAndServices.Read.All","Read organization-wide apps and services settings","Allows the app to read organization-wide apps and services settings on behalf of the signed-in user."
"c167b0e7-47c0-48e8-9eee-9892f58018fa","OrgSettings-AppsAndServices.ReadWrite.All","Read and write organization-wide apps and services settings","Allows the app to read and write organization-wide apps and services settings on behalf of the signed-in user."
"9862d930-5aec-4a98-8d4f-7277a8db9bcb","OrgSettings-DynamicsVoice.Read.All","Read organization-wide Dynamics customer voice settings","Allows the app to read organization-wide Dynamics customer voice settings on behalf of the signed-in user."
"4cea26fb-6967-4234-82c4-c044414743f8","OrgSettings-DynamicsVoice.ReadWrite.All","Read and write organization-wide Dynamics customer voice settings","Allows the app to read and write organization-wide Dynamics customer voice settings on behalf of the signed-in user."
"210051a0-1ffc-435c-ae76-02d226d05752","OrgSettings-Forms.Read.All","Read organization-wide Microsoft Forms settings","Allows the app to read organization-wide Microsoft Forms settings on behalf of the signed-in user."
"346c19ff-3fb2-4e81-87a0-bac9e33990c1","OrgSettings-Forms.ReadWrite.All","Read and write organization-wide Microsoft Forms settings","Allows the app to read and write organization-wide Microsoft Forms settings on behalf of the signed-in user."
"8cbdb9f6-9c2e-451a-814d-ec606e5d0212","OrgSettings-Microsoft365Install.Read.All","Read organization-wide Microsoft 365 apps installation settings","Allows the app to read organization-wide Microsoft 365 apps installation settings on behalf of the signed-in user."
"1ff35e91-19eb-42d8-aa2d-cc9891127ae5","OrgSettings-Microsoft365Install.ReadWrite.All","Read and write organization-wide Microsoft 365 apps installation settings","Allows the app to read and write organization-wide Microsoft 365 apps installation settings on behalf of the signed-in user."
"7ff96f41-f022-45ba-acd8-ef3f03063d6b","OrgSettings-Todo.Read.All","Read organization-wide Microsoft To Do settings","Allows the app to read organization-wide Microsoft To Do settings on behalf of the signed-in user."
"087502c2-5263-433e-abe3-8f77231a0627","OrgSettings-Todo.ReadWrite.All","Read and write organization-wide Microsoft To Do settings","Allows the app to read and write organization-wide Microsoft To Do settings on behalf of the signed-in user."
"8804798e-5934-4e30-8ce3-ef88257cecd4","PartnerBilling.Read.All","Read all billing data for your company's tenant","Allows the app to read all of billing data from Microsoft for your company's tenant, on behalf of the signed-in user. This includes reading billed and unbilled Usage and Invoice reconciliation data."
"5567b981-0bf1-4796-9038-0648b46e116d","PartnerSecurity.Read.All","Read security alerts of customer with CSP relationship","Allows the app to read security alerts of customer with CSP relationship on behalf of the partner signed-in user."
"0cd2c1f6-94a1-4075-ab8c-0b1aff2e1ad5","PartnerSecurity.ReadWrite.All","Read security alerts and update status of security alerts of customer with CSP relationship","Allows the app to read security alerts and update status of alerts of customer with CSP relationship on behalf of the partner signed-in user."
"d88fd3fb-53d3-4c1c-8c39-787fcac2ed7a","PendingExternalUserProfile.Read.All","Read pending external user profiles","Allows the app to read available properties of pending external user profiles, on behalf of the signed-in user."
"93a1fb28-c908-4826-904e-0c74ad352b73","PendingExternalUserProfile.ReadWrite.All","Read and write pending external user profiles","Allows the app to read and write available properties of pending external user profiles, on behalf of the signed-in user."
"ba47897c-39ec-4d83-8086-ee8256fa737d","People.Read","Read users' relevant people lists","Allows the app to read a ranked list of relevant people of the signed-in user. The list includes local contacts, contacts from social networking, your organization's directory, and people from recent communications (such as email and Skype)."
"b89f9189-71a5-4e70-b041-9887f0bc7e4a","People.Read.All","Read all users' relevant people lists","Allows the app to read a scored list of relevant people of the signed-in user or other users in the signed-in user's organization. The list can include local contacts, contacts from social networking, your organization's directory, and people from recent communications (such as email and Skype)."
"ec762c5f-388b-4b16-8693-ac1efbc611bc","PeopleSettings.Read.All","Read tenant-wide people settings","Allows the application to read tenant-wide people settings on behalf of the signed-in user."
"e67e6727-c080-415e-b521-e3f35d5248e9","PeopleSettings.ReadWrite.All","Read and write tenant-wide people settings","Allows the application to read and write tenant-wide people settings on behalf of the signed-in user."
"cb8f45a0-5c2e-4ea1-b803-84b870a7d7ec","Place.Read.All","Read all company places","Allows the app to read your company's places (conference rooms and room lists) for calendar events and other applications, on behalf of the signed-in user."
"4c06a06a-098a-4063-868e-5dfee3827264","Place.ReadWrite.All","Read and write organization places","Allows the app to manage organization places (conference rooms and room lists) for calendar events and other applications, on behalf of the signed-in user."
"4c7f93d2-6b0b-4e05-91aa-87842f0a2142","PlaceDevice.Read.All","Read all workplace devices","Allows the app to read all workplace devices, on behalf of the signed-in user."
"eafd6a71-e95a-4f8a-bb6e-fb84ab7fbd9e","PlaceDevice.ReadWrite.All","Read and write all workplace devices","Allows the app to read and write all workplace devices, on behalf of the signed-in user."
"572fea84-0151-49b2-9301-11cb16974376","Policy.Read.All","Read your organization's policies","Allows the app to read your organization's policies on behalf of the signed-in user."
"a6ff13ac-1851-4993-8ca9-a671d70de2d5","Policy.Read.AuthenticationMethod","Read authentication method policies","Allows the app to read the authentication method policies, on behalf of the signed-in user. "
"633e0fce-8c58-4cfb-9495-12bbd5a24f7c","Policy.Read.ConditionalAccess","Read your organization's conditional access policies","Allows the app to read your organization's conditional access policies on behalf of the signed-in user."
"3616a4b0-6746-49c4-a678-4c237599074d","Policy.Read.DeviceConfiguration","Read your organization's device configuration policies","Allows the app to read your organization's device configuration policies on behalf of the signed-in user.  For example, device registration policy can limit initial provisioning controls using quota restrictions, additional authentication and authorization checks."
"d146432f-b803-4ed4-8d42-ba74193a6ede","Policy.Read.IdentityProtection","Read your organization’s identity protection policy","Allows the app to read your organization’s identity protection policy on behalf of the signed-in user."
"414de6ea-2d92-462f-b120-6e2a809a6d01","Policy.Read.PermissionGrant","Read consent and permission grant policies","Allows the app to read policies related to consent and permission grants for applications, on behalf of the signed-in user."
"4f5bc9c8-ea54-4772-973a-9ca119cb0409","Policy.ReadWrite.AccessReview","Read and write your organization's directory access review default policy","Allows the app to read and write your organization's directory access review default policy on behalf of the signed-in user."
"b27add92-efb2-4f16-84f5-8108ba77985c","Policy.ReadWrite.ApplicationConfiguration","Read and write your organization's application configuration policies","Allows the app to read and write your organization's application configuration policies on behalf of the signed-in user.  This includes policies such as activityBasedTimeoutPolicy, claimsMappingPolicy, homeRealmDiscoveryPolicy,  tokenIssuancePolicy and tokenLifetimePolicy."
"edb72de9-4252-4d03-a925-451deef99db7","Policy.ReadWrite.AuthenticationFlows","Read and write authentication flow policies","Allows the app to read and write the authentication flow policies, on behalf of the signed-in user."
"7e823077-d88e-468f-a337-e18f1f0e6c7c","Policy.ReadWrite.AuthenticationMethod","Read and write authentication method policies","Allows the app to read and write the authentication method policies, on behalf of the signed-in user. "
"edd3c878-b384-41fd-95ad-e7407dd775be","Policy.ReadWrite.Authorization","Read and write your organization's authorization policy","Allows the app to read and write your organization's authorization policy on behalf of the signed-in user.  For example, authorization policies can control some of the permissions that the out-of-the-box user role has by default."
"ad902697-1014-4ef5-81ef-2b4301988e8c","Policy.ReadWrite.ConditionalAccess","Read and write your organization's conditional access policies","Allows the app to read and write your organization's conditional access policies on behalf of the signed-in user."
"4d135e65-66b8-41a8-9f8b-081452c91774","Policy.ReadWrite.ConsentRequest","Read and write consent request policy","Allows the app to read and write your organization's consent requests policy on behalf of the signed-in user."
"014b43d0-6ed4-4fc6-84dc-4b6f7bae7d85","Policy.ReadWrite.CrossTenantAccess","Read and write your organization's cross tenant access policies","Allows the app to read and write your organization's cross-tenant access policies and configuration for automatic user consent settings to suppress consent prompts for users of the other tenant on behalf of the signed-in user."
"9ef7463f-1d39-406f-89ea-3483a4645e1c","Policy.ReadWrite.CrossTenantCapability","Read and write your organization's M365 cross tenant access capabilities","Allows the app to read and write your organization's M365 cross tenant access capabilities on behalf of the signed-in user."
"40b534c3-9552-4550-901b-23879c90bcf9","Policy.ReadWrite.DeviceConfiguration","Read and write your organization's device configuration policies","Allows the app to read and write your organization's device configuration policies on behalf of the signed-in user.  For example, device registration policy can limit initial provisioning controls using quota restrictions, additional authentication and authorization checks."
"b5219784-1215-45b5-b3f1-88fe1081f9c0","Policy.ReadWrite.ExternalIdentities","Read and write your organization's external identities policy","Allows the application to read and update the organization's external identities policy on behalf of the signed-in user.  For example, external identities policy controls if users invited to access resources in your organization via B2B collaboration or B2B direct connect are allowed to self-service leave."
"92a38652-f13b-4875-bc77-6e1dbb63e1b2","Policy.ReadWrite.FeatureRollout","Read and write your organization's feature rollout policies","Allows the app to read and write your organization's feature rollout policies on behalf of the signed-in user. Includes abilities to assign and remove users and groups to rollout of a specific feature."
"be1be369-4540-4ac9-8928-79de99f70d8f","Policy.ReadWrite.FedTokenValidation","Read and write your organization's federated token validation policy","Allows the application to read and update the organization's federated token validation policy on behalf of the signed-in user."
"7256e131-3efb-4323-9854-cf41c6021770","Policy.ReadWrite.IdentityProtection","Read and write your organization’s identity protection policy ","Allows the app to read and write your organization’s identity protection policy on behalf of the signed-in user."
"a8ead177-1889-4546-9387-f25e658e2a79","Policy.ReadWrite.MobilityManagement","Read and write your organization's mobility management policies","Allows the app to read and write your organization's mobility management policies on behalf of the signed-in user.  For example, a mobility management policy can set the enrollment scope for a given mobility management application."
"2672f8bb-fd5e-42e0-85e1-ec764dd2614e","Policy.ReadWrite.PermissionGrant","Manage consent and permission grant policies","Allows the app to manage policies related to consent and permission grants for applications, on behalf of the signed-in user."
"0b2a744c-2abf-4f1e-ad7e-17a087e2be99","Policy.ReadWrite.SecurityDefaults","Read and write your organization's security defaults policy","Allows the app to read and write your organization's security defaults policy on behalf of the signed-in user."
"cefba324-1a70-4a6e-9c1d-fd670b7ae392","Policy.ReadWrite.TrustFramework","Read and write your organization's trust framework policies","Allows the app to read and write your organization's trust framework policies on behalf of the signed-in user."
"d7b7f2d9-0f45-4ea1-9d42-e50810c06991","POP.AccessAsUser.All","Read and write access to mailboxes via POP.","Allows the app to have the same access to mailboxes as the signed-in user via POP protocol."
"76bc735e-aecd-4a1d-8b4c-2b915deabb79","Presence.Read","Read user's presence information","Allows the app to read presence information on behalf of the signed-in user. Presence information includes activity, availability, status note, calendar out-of-office message, timezone and location."
"9c7a330d-35b3-4aa1-963d-cb2b9f927841","Presence.Read.All","Read presence information of all users in your organization","Allows the app to read presence information of all users in the directory on behalf of the signed-in user. Presence information includes activity, availability, status note, calendar out-of-office message, timezone and location."
"8d3c54a7-cf58-4773-bf81-c0cd6ad522bb","Presence.ReadWrite","Read and write a user's presence information","Allows the app to read the presence information and write activity and availability on behalf of the signed-in user. Presence information includes activity, availability, status note, calendar out-of-office message, timezone and location."
"d69c2d6d-4f72-4f99-a6b9-663e32f8cf68","PrintConnector.Read.All","Read print connectors","Allows the application to read print connectors on behalf of the signed-in user."
"79ef9967-7d59-4213-9c64-4b10687637d8","PrintConnector.ReadWrite.All","Read and write print connectors","Allows the application to read and write print connectors on behalf of the signed-in user."
"90c30bed-6fd1-4279-bf39-714069619721","Printer.Create","Register printers  ","Allows the application to create (register) printers on behalf of the signed-in user. "
"93dae4bd-43a1-4a23-9a1a-92957e1d9121","Printer.FullControl.All","Register, read, update, and unregister printers","Allows the application to create (register), read, update, and delete (unregister) printers on behalf of the signed-in user. "
"3a736c8a-018e-460a-b60c-863b2683e8bf","Printer.Read.All","Read printers","Allows the application to read printers on behalf of the signed-in user. "
"89f66824-725f-4b8f-928e-e1c5258dc565","Printer.ReadWrite.All","Read and update printers","Allows the application to read and update printers on behalf of the signed-in user. Does not allow creating (registering) or deleting (unregistering) printers."
"ed11134d-2f3f-440d-a2e1-411efada2502","PrinterShare.Read.All","Read printer shares","Allows the application to read printer shares on behalf of the signed-in user. "
"5fa075e9-b951-4165-947b-c63396ff0a37","PrinterShare.ReadBasic.All","Read basic information about printer shares","Allows the application to read basic information about printer shares on behalf of the signed-in user. Does not allow reading access control information."
"06ceea37-85e2-40d7-bec3-91337a46038f","PrinterShare.ReadWrite.All","Read and write printer shares","Allows the application to read and update printer shares on behalf of the signed-in user. "
"21f0d9c0-9f13-48b3-94e0-b6b231c7d320","PrintJob.Create","Create print jobs","Allows the application to create print jobs on behalf of the signed-in user and upload document content to print jobs that the signed-in user created."
"248f5528-65c0-4c88-8326-876c7236df5e","PrintJob.Read","Read user's print jobs","Allows the application to read the metadata and document content of print jobs that the signed-in user created."
"afdd6933-a0d8-40f7-bd1a-b5d778e8624b","PrintJob.Read.All","Read print jobs","Allows the application to read the metadata and document content of print jobs on behalf of the signed-in user. "
"6a71a747-280f-4670-9ca0-a9cbf882b274","PrintJob.ReadBasic","Read basic information of user's print jobs","Allows the application to read the metadata of print jobs that the signed-in user created. Does not allow access to print job document content."
"04ce8d60-72ce-4867-85cf-6d82f36922f3","PrintJob.ReadBasic.All","Read basic information of print jobs","Allows the application to read the metadata of print jobs on behalf of the signed-in user. Does not allow access to print job document content."
"b81dd597-8abb-4b3f-a07a-820b0316ed04","PrintJob.ReadWrite","Read and write user's print jobs","Allows the application to read and update the metadata and document content of print jobs that the signed-in user created."
"036b9544-e8c5-46ef-900a-0646cc42b271","PrintJob.ReadWrite.All","Read and write print jobs","Allows the application to read and update the metadata and document content of print jobs on behalf of the signed-in user. "
"6f2d22f2-1cb6-412c-a17c-3336817eaa82","PrintJob.ReadWriteBasic","Read and write basic information of user's print jobs","Allows the application to read and update the metadata of print jobs that the signed-in user created. Does not allow access to print job document content."
"3a0db2f6-0d2a-4c19-971b-49109b19ad3d","PrintJob.ReadWriteBasic.All","Read and write basic information of print jobs","Allows the application to read and update the metadata of print jobs on behalf of the signed-in user. Does not allow access to print job document content."
"490f32fd-d90f-4dd7-a601-ff6cdc1a3f6c","PrintSettings.Read.All","Read tenant-wide print settings","Allows the application to read tenant-wide print settings on behalf of the signed-in user."
"9ccc526a-c51c-4e5c-a1fd-74726ef50b8f","PrintSettings.ReadWrite.All","Read and write tenant-wide print settings","Allows the application to read and write tenant-wide print settings on behalf of the signed-in user."
"b3a539c9-59cb-4ad5-825a-041ddbdc2bdb","PrivilegedAccess.Read.AzureAD","Read privileged access to Azure AD","Allows the app to read time-based assignment and just-in-time elevation (including scheduled elevation) of Azure AD built-in and custom administrative roles, on behalf of the signed-in user."
"d329c81c-20ad-4772-abf9-3f6fdb7e5988","PrivilegedAccess.Read.AzureADGroup","Read privileged access to Azure AD groups","Allows the app to read time-based assignment and just-in-time elevation (including scheduled elevation) of Azure AD groups, on behalf of the signed-in user."
"1d89d70c-dcac-4248-b214-903c457af83a","PrivilegedAccess.Read.AzureResources","Read privileged access to Azure resources","Allows the app to read time-based assignment and just-in-time elevation of Azure resources (like your subscriptions, resource groups, storage, compute) on behalf of the signed-in user."
"3c3c74f5-cdaa-4a97-b7e0-4e788bfcfb37","PrivilegedAccess.ReadWrite.AzureAD","Read and write privileged access to Azure AD","Allows the app to request and manage just in time elevation (including scheduled elevation) of users to Azure AD built-in administrative roles, on behalf of signed-in users."
"32531c59-1f32-461f-b8df-6f8a3b89f73b","PrivilegedAccess.ReadWrite.AzureADGroup","Read and write privileged access to Azure AD groups","Allows the app to request and manage time-based assignment and just-in-time elevation (including scheduled elevation) of Azure AD groups, on behalf of the signed-in user."
"a84a9652-ffd3-496e-a991-22ba5529156a","PrivilegedAccess.ReadWrite.AzureResources","Read and write privileged access to Azure resources","Allows the app to request and manage time-based assignment and just-in-time elevation of user privileges to manage Azure resources (like subscriptions, resource groups, storage, compute) on behalf of the signed-in users."
"02a32cc4-7ab5-4b58-879a-0586e0f7c495","PrivilegedAssignmentSchedule.Read.AzureADGroup","Read assignment schedules for access to Azure AD groups","Allows the app to read time-based assignment schedules for access to Azure AD groups, on behalf of the signed-in user."
"06dbc45d-6708-4ef0-a797-f797ee68bf4b","PrivilegedAssignmentSchedule.ReadWrite.AzureADGroup","Read, create, and delete assignment schedules for access to Azure AD groups","Allows the app to read, create, and delete time-based assignment schedules for access to Azure AD groups, on behalf of the signed-in user."
"ca5fe595-68ff-4dfd-907d-4509501a0e49","PrivilegedAssignmentSchedule.Remove.AzureADGroup","Delete assignment schedules for access to Azure AD groups","Allows the app to delete time-based assignment schedules for access to Azure AD groups, on behalf of the signed-in user."
"8f44f93d-ecef-46ae-a9bf-338508d44d6b","PrivilegedEligibilitySchedule.Read.AzureADGroup","Read eligibility schedules for access to Azure AD groups","Allows the app to read time-based eligibility schedules for access to Azure AD groups, on behalf of the signed-in user."
"ba974594-d163-484e-ba39-c330d5897667","PrivilegedEligibilitySchedule.ReadWrite.AzureADGroup","Read, create, and delete eligibility schedules for access to Azure AD groups","Allows the app to read, create, and delete time-based eligibility schedules for access to Azure AD groups, on behalf of the signed-in user."
"c5ea9ab4-9b41-4c09-a400-53e652fb5096","PrivilegedEligibilitySchedule.Remove.AzureADGroup","Delete eligibility schedules for access to Azure AD groups","Allows the app to delete time-based eligibility schedules for access to Azure AD groups, on behalf of the signed-in user."
"14dad69e-099b-42c9-810b-d002981feec1","profile","View users' basic profile","Allows the app to see your users' basic profile (e.g., name, picture, user name, email address)"
"469cd065-729e-4dee-b1fa-d92e0fab6310","ProfilePhoto.Read.All","Read profile photo of a user or group","Allows the app to read all profile photos of users and groups, on behalf of the signed-in user."
"f5b24df7-511e-48bb-ae88-643f023b55e1","ProfilePhoto.ReadWrite.All","Read and write profile photo of a user or group","Allows the app to read and write all profile photos of users and groups, on behalf of the signed-in user."
"c492a2e1-2f8f-4caa-b076-99bbf6e40fe4","ProgramControl.Read.All","Read all programs that user can access","Allows the app to read programs and program controls that the signed-in user has access to in the organization."
"50fd364f-9d93-4ae1-b170-300e87cccf84","ProgramControl.ReadWrite.All","Manage all programs that user can access","Allows the app to read, update, delete and perform actions on programs and program controls that the signed-in user has access to in the organization."
"98f5a27a-539a-48bc-a597-f78e9e1e76bf","ProtectionScopes.Compute.All","Compute Purview policies at tenant scope","Allows the app to identify Purview data protection, compliance and governance policy scopes defined for all users across tenant."
"4fc04d16-a9fc-4c5e-8da4-79b6c33638a4","ProtectionScopes.Compute.User","Compute Purview policies for an individual user","Allows the app to identify Purview data protection, compliance and governance policy scopes defined for an individual user."
"95aec97b-cf27-4a8d-a67d-42f60b5b38ef","ProvisioningLog.Read.All","Read provisioning log data","Allows the app to read and query your provisioning log activities, on behalf of the signed-in user."
"04a4b2a2-3f26-4fc8-87ee-9c46e68db175","PublicKeyInfrastructure.Read.All","Read certificate based authentication configurations","Allows the application to read certificate-based authentication configuration such as all public key infrastructures (PKI) and certificate authorities (CA) configured for the organization, on behalf of the signed-in user."
"3591b7f3-dba8-4bad-b667-7a64bd4f2b83","PublicKeyInfrastructure.ReadWrite.All","Read and write certificate based authentication configurations","Allows the application to read  and write certificate-based authentication configuration such as all public key infrastructures (PKI) and certificate authorities (CA) configured for the organization, on behalf of the signed-in user."
"f73fa04f-b9a5-4df9-8843-993ce928925e","QnA.Read.All","Read all Questions and Answers that the user can access.","Allows an app to read all question and answer sets that the signed-in user can access."
"db5d5bae-0c9e-444e-9390-8a5fea98c253","RealTimeActivityFeed.Read.All","Access real-time enriched data in a meeting","Allows the app to get direct access to real-time enriched data in a meeting, on behalf of the signed-in user."
"07f995eb-fc67-4522-ad66-2b8ca8ea3efd","RecordsManagement.Read.All","Read Records Management configuration, labels, and policies","Allows the application to read any data from Records Management, such as configuration, labels, and policies on behalf of the signed-in user."
"f2833d75-a4e6-40ab-86d4-6dfe73c97605","RecordsManagement.ReadWrite.All","Read and write Records Management configuration, labels, and policies","Allow the application to create, update and delete any data from Records Management, such as configuration, labels, and policies on behalf of the signed-in user."
"02e97553-ed7b-43d0-ab3c-f8bace0d040c","Reports.Read.All","Read all usage reports","Allows an app to read all service usage reports on behalf of the signed-in user.  Services that provide usage reports include Office 365 and Azure Active Directory."
"84fac5f4-33a9-4100-aa38-a20c6d29e5e7","ReportSettings.Read.All","Read admin report settings","Allows the app to read admin report settings, such as whether to display concealed information in reports, on behalf of the signed-in user"
"b955410e-7715-4a88-a940-dfd551018df3","ReportSettings.ReadWrite.All","Read and write admin report settings","Allows the app to read and update admin report settings, such as whether to display concealed information in reports, on behalf of the signed-in user."
